baths,baths_full,baths_half,beds,garage,lot_sqft,sold_date,sold_price,sqft,stories,type,year_built,is_price_reduced,list_date,list_price,listing_id,city,lat,lon,line,postal_code,state,state_code,price_reduced_amount,property_id,basement,big_lot,big_yard,carport,central_air,central_heat,city_view,community_outdoor_space,community_security_features,community_swimming_pool,corner_lot,dining_room,disability_features,dishwasher,energy_efficient,ensuite,family_room,farm,fenced_yard,fireplace,floor_plan,forced_air,front_porch,garage_1_or_more,garage_2_or_more,garage_3_or_more,groundscare,hardwood_floors,high_ceiling,laundry_room,master_bedroom,modern_kitchen,new_roof,open_floor_plan,park,ranch,recreation_facilities,rental_property,shopping,single_story,swimming_pool,trails,two_or_more_stories,updated_kitchen,view,views,washer_dryer
3.0,2.0,1.0,3.0,0.0,7405.0,2023-12-29,167000,1467.0,2.0,single_family,1977.0,False,2023-11-01T17:25:51.000000Z,161000,2961084385,Lansing,42.671138,-84.604361,3929 Bridgeport Dr,48911,Michigan,MI,0.0,3958077396,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2.0,1.0,1.0,2.0,0.0,,2023-12-29,95000,1100.0,1.0,single_family,1972.0,False,2024-01-02T17:48:23.000000Z,95000,2962844507,Lansing,42.667269,-84.531919,6221 Beechfield Dr,48911,Michigan,MI,0.0,3120444722,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1.0,1.0,0.0,3.0,0.0,4617.0,2023-12-29,117000,1044.0,1.0,single_family,1974.0,False,2023-08-28T15:45:51.000000Z,129900,2959142193,Lansing,42.762324,-84.586943,2801 Earl Ln,48906,Michigan,MI,10000.0,3074595508,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2.0,1.0,1.0,3.0,0.0,7057.0,2023-12-29,135900,1872.0,2.0,single_family,1958.0,False,2023-10-30T21:11:47.000000Z,139900,2961016940,Lansing,42.685041,-84.550966,215 Cloverland Dr,48910,Michigan,MI,0.0,4261504405,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1.0,1.0,0.0,2.0,0.0,4966.0,2023-12-29,110000,882.0,2.0,single_family,1929.0,False,2023-12-04T13:36:26.000000Z,109900,2962206700,Lansing,42.70827,-84.553326,2301 Strathmore Rd,48910,Michigan,MI,0.0,4252012962,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1.0,1.0,0.0,3.0,0.0,10890.0,2023-12-28,61050,1100.0,,single_family,1966.0,False,2023-09-11T23:27:43.000000Z,65000,2959576458,Charleston,38.310771,-81.603089,838 South Park Rd,25304,West Virginia,WV,0.0,4874535639,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,2.0,0.0,3.0,1.0,7405.0,2023-12-28,68750,1534.0,,single_family,,False,2023-09-26T15:22:26.000000Z,89000,2959995945,Charleston,38.395992,-81.654109,1889 Palm Dr,25312,West Virginia,WV,0.0,3095286513,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,2.0,0.0,4.0,0.0,3049.0,2023-12-28,7590,2006.0,,single_family,,False,2023-09-20T18:29:02.000000Z,19999,2959836341,Charleston,38.371032,-81.658894,1438 Washington St W,25387,West Virginia,WV,0.0,3980271023,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,43560.0,2023-12-28,7700,0.0,0.0,land,0.0,False,2023-09-14T18:27:45.000000Z,12999,2959674302,Charleston,38.418295,-81.584571,2310 Mile Fork Rd,25312,West Virginia,WV,0.0,9812715777,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,2.0,0.0,3.0,2.0,11326.0,2023-12-28,128700,1344.0,,single_family,,False,2023-09-27T16:32:55.000000Z,129000,2960032391,Cross Lanes,38.433584,-81.758152,5277 David Dr,25313,West Virginia,WV,40000.0,3377433199,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,0.0,3.0,0.0,6098.0,2023-12-28,14300,1248.0,,single_family,,False,2023-09-20T18:29:02.000000Z,29999,2959836347,Charleston,38.375336,-81.662537,1006 Temple St,25387,West Virginia,WV,0.0,3934433914,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,2.0,0.0,2.0,3.0,19166.0,2023-12-27,62000,900.0,,single_family,1955.0,False,2023-05-22T02:38:16.000000Z,80000,2955837742,Charleston,38.335976,-81.665815,1609 Colby Rd,25314,West Virginia,WV,0.0,3066968768,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.0,1.0,0.0,2.0,0.0,10890.0,2023-12-15,16500,800.0,,single_family,1947.0,False,2023-09-11T23:27:43.000000Z,25000,2959576462,Charleston,38.31062,-81.603084,840 South Park Rd,25304,West Virginia,WV,0.0,4388120991,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,4792.0,2023-12-15,91000,2746.0,,single_family,,False,2023-09-07T16:41:05.000000Z,100000,2959451263,Charleston,38.343239,-81.620781,1527 Jackson St,25311,West Virginia,WV,0.0,9654925181,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,0.0,3.0,0.0,10019.0,2023-12-15,22000,1800.0,,single_family,1930.0,False,2023-08-29T17:00:43.000000Z,45000,2959181673,South Charleston,38.358201,-81.665017,620 Jakes St,25303,West Virginia,WV,0.0,4890323804,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,0.0,2.0,0.0,5663.0,2023-11-29,27500,800.0,1.0,single_family,1950.0,False,2023-07-28T20:26:15.000000Z,37900,2958151191,Charleston,38.376033,-81.662123,1020 Temple St,25387,West Virginia,WV,0.0,3934098520,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2.0,1.0,1.0,2.0,0.0,,2023-11-29,28600,1584.0,,single_family,1930.0,False,2023-10-04T22:24:26.000000Z,111200,2960256586,Charleston,38.362293,-81.658249,918 Kanawha Blvd W,25302,West Virginia,WV,0.0,9974807140,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,653400.0,2023-11-14,15400,0.0,0.0,land,0.0,False,2023-06-08T21:27:07Z,20000,2956543845,Charleston,,,Youngs Hollow Rd,25320,West Virginia,WV,0.0,9895387158,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,196020.0,2023-11-14,6930,0.0,0.0,land,0.0,False,2023-08-04T19:17:44Z,19999,2958387594,Charleston,38.294911,-81.628972,1441 Cane Fork Rd,25314,West Virginia,WV,0.0,3975252838,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,2.0,0.0,3.0,0.0,21780.0,2023-10-24,41800,2000.0,1.0,single_family,,False,2023-08-08T19:30:21Z,99000,2958481539,Charleston,38.335406,-81.647824,1301 Bridge Rd,25314,West Virginia,WV,0.0,3838853864,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,1348618.0,2023-10-24,20900,0.0,0.0,land,0.0,False,2023-07-18T17:41:05Z,35000,2957803138,Charleston,38.48811,-81.596275,5575 Legg Fork Rd,25320,West Virginia,WV,0.0,9727111037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,2.0,0.0,2.0,0.0,,2023-10-16,27225,1380.0,2.0,single_family,,False,2023-08-04T20:24:21Z,25000,2958391328,Charleston,38.362749,-81.659214,1018 Kanawha Blvd W,25302,West Virginia,WV,0.0,3820711648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.0,1.0,0.0,3.0,0.0,,2023-10-10,15400,,,single_family,,False,2023-08-10T22:20:26Z,20123,2958564070,Charleston,38.348882,-81.603766,119 Westview Dr,25311,West Virginia,WV,0.0,3187445189,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2.0,1.0,1.0,3.0,0.0,54450.0,2023-09-25,86000,1352.0,,single_family,1955.0,False,2023-07-19T13:26:33Z,100980,2957827859,Charleston,38.345614,-81.746156,1111 Village Dr,25309,West Virginia,WV,0.0,4840904089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2.0,2.0,0.0,3.0,0.0,12632.0,2023-09-12,115500,2218.0,,single_family,1964.0,False,2023-06-02T14:27:16Z,145000,2956339251,Charleston,38.317123,-81.660855,2045 Kenwood Pl,25314,West Virginia,WV,0.0,3250787813,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.0,1.0,0.0,3.0,0.0,,2023-08-31,2500,940.0,,single_family,1952.0,False,2023-08-18T21:28:32.000000Z,2500,2958855710,Charleston,38.369262,-81.621335,1512 Woodbine Ave,25302,West Virginia,WV,0.0,3717702285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,1.0,1.0,3.0,0.0,3485.0,2023-08-30,59400,1387.0,,single_family,,False,2023-06-22T18:26:23Z,69000,2956979386,Charlton Heights,,,5265 Midland Trl,25306,West Virginia,WV,0.0,9850055530,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,24394.0,2023-08-22,1122,0.0,0.0,land,0.0,False,2023-05-31T16:25:31Z,5000,2956242830,Charleston,38.332075,-81.497943,1077 Campbells Creek Dr,25306,West Virginia,WV,0.0,3263346436,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,1.0,1.0,2.0,0.0,4792.0,2023-08-22,29700,1080.0,,single_family,,False,2023-07-18T18:27:15Z,29234,2957804998,Charleston,38.319523,-81.517618,3577 Clover Dr,25306,West Virginia,WV,0.0,4009761101,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,51401.0,2023-08-22,385,0.0,0.0,land,0.0,False,2023-05-31T16:25:31Z,5000,2956242804,Charleston,,,Maple Hollow Rd,25311,West Virginia,WV,0.0,9500733492,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,6098.0,2023-08-22,308,0.0,0.0,land,0.0,False,2023-05-31T16:25:31Z,5000,2956242828,Charleston,38.306225,-81.571146,5744 Victory Ave,25304,West Virginia,WV,0.0,3233095968,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,11761.0,2023-08-22,1122,0.0,0.0,land,0.0,False,2023-05-31T16:25:31Z,5000,2956242817,Charleston,38.331983,-81.498337,155 Campbells Creek Dr,25306,West Virginia,WV,0.0,3632053777,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,73181.0,2023-08-22,583,0.0,0.0,land,0.0,False,2023-05-31T16:25:31Z,5000,2956242813,Charleston,,,39 Meadowbrook Dr,25311,West Virginia,WV,0.0,9021324566,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,18295.0,2023-08-22,2585,0.0,0.0,land,0.0,False,2023-05-31T18:27:13Z,5000,2956250016,Charleston,,,4505 Woodrum Ln,25313,West Virginia,WV,0.0,9577608280,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,0.0,2.0,0.0,3049.0,2023-08-08,6380,713.0,,single_family,,False,2023-05-22T19:26:19Z,21987,2955856028,Charleston,38.372354,-81.652477,1009 Stephens Ave,25302,West Virginia,WV,0.0,3657629586,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,0.0,3.0,0.0,46174.0,2023-08-08,88000,1026.0,,single_family,,False,2023-05-02T15:27:27Z,79999,2955168893,Charleston,38.357041,-81.616898,131 High St,25311,West Virginia,WV,0.0,3158303222,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,8276.0,2023-08-08,22000,0.0,0.0,land,0.0,False,2023-05-08T15:27:38Z,25000,2955380751,Charleston,38.318442,-81.569243,5407 Kanawha Ave SE,25304,West Virginia,WV,0.0,3853468411,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,0.0,1.0,0.0,,2023-08-08,3575,771.0,,single_family,,False,2023-05-10T15:28:03Z,6000,2955458537,Charleston,38.396718,-81.629905,1575 Sugar Creek Dr,25387,West Virginia,WV,0.0,4737492197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,2.0,0.0,4.0,0.0,,2023-07-28,42900,1664.0,2.0,single_family,1925.0,False,2023-04-20T19:26:20Z,79000,2954785185,Charleston,38.361469,-81.64607,316 Maryland Ave,25302,West Virginia,WV,0.0,3291541561,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2.0,2.0,0.0,5.0,2.0,11326.0,2023-07-27,74250,3356.0,,single_family,,False,2023-04-13T18:27:22Z,79456,2954540283,Charleston,38.366388,-81.643303,859 Chester Rd,25302,West Virginia,WV,0.0,3221071664,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,0.0,3.0,1.0,4792.0,2023-07-27,99000,1214.0,2.0,single_family,1910.0,False,2023-04-05T19:28:04Z,98000,2954257214,Charleston,38.341576,-81.644994,1008 Oakmont Rd,25314,West Virginia,WV,0.0,4542127284,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.0,1.0,0.0,3.0,0.0,7841.0,2023-07-27,29700,988.0,,single_family,,False,2023-05-28T02:25:28Z,49999,2956178043,Charleston,38.377371,-81.661662,1041 Temple St,25387,West Virginia,WV,0.0,3895826397,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,0.0,3.0,0.0,65340.0,2023-07-24,162250,1470.0,,single_family,,False,2023-01-24T18:27:46Z,133000,2951731627,Charleston,38.338617,-81.659885,238 Oakwood Rd,25314,West Virginia,WV,0.0,4941005485,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,,2023-07-24,63800,,,single_family,,False,2023-03-24T12:27:42Z,75000,2953862293,Charleston,38.363038,-81.644214,408 Lee St W,25302,West Virginia,WV,0.0,4306867390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2.0,2.0,0.0,3.0,0.0,52272.0,2023-07-21,115500,3858.0,,single_family,1950.0,False,2023-04-20T17:26:52Z,112600,2954777887,Charleston,38.377955,-81.640806,625 Wood Rd,25302,West Virginia,WV,0.0,3616897910,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,1.0,0.0,2,0.0,,2024-01-12,229900,1143,,condos,1976.0,False,2023-08-06T17:45:09.000000Z,229900,2958427324,Madison,43.149196,-89.369327,33 Golf Course Rd Unit D,53704,Wisconsin,WI,5000.0,7983683502,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4.0,3.0,1.0,3,2.0,7405.0,2024-01-12,457000,2163,2.0,single_family,2002.0,False,2023-11-16T15:27:08.000000Z,449900,2961733731,Madison,43.029287,-89.529469,8306 Dolomite Ln,53719,Wisconsin,WI,0.0,7760801677,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2.0,2.0,0.0,4.0,1.0,6534,2024-01-16,88500,1389.0,2.0,single_family,1945.0,False,2023-11-10T14:20:36.000000Z,88000,2961522977,Montgomery,32.382748,-86.273286,2326 Winona Ave,36107,Alabama,AL,3000.0,7727981021,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2.0,2.0,0.0,3.0,0.0,17424,2024-01-16,145000,2058.0,1.0,single_family,1969.0,False,2023-12-19T18:08:22.000000Z,149000,619793175,Montgomery,32.380023,-86.221454,115 Lookout Ridge Rd,36109,Alabama,AL,0.0,7320925131,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2.0,2.0,0.0,3.0,0.0,9712,2024-01-16,65000,1432.0,1.0,single_family,1955.0,False,2023-07-05T16:47:40.000000Z,68000,2957379146,Montgomery,32.386844,-86.284387,611 Glenmore Rd,36107,Alabama,AL,9000.0,7231604965,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2.0,2.0,0.0,3.0,0.0,10890,2024-01-12,169000,1804.0,1.0,single_family,1984.0,False,2023-10-29T17:55:28.000000Z,169999,2960975584,Montgomery,32.351898,-86.232662,1819 E Trinity Blvd,36106,Alabama,AL,5000.0,7700690979,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2.0,2.0,0.0,3.0,0.0,12632,2024-01-12,180000,1476.0,1.0,single_family,1999.0,False,2023-12-08T14:11:39.000000Z,189900,2962329566,Montgomery,32.405798,-86.200885,1112 Sandlewood Ct,36117,Alabama,AL,0.0,8798505230,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2.0,2.0,0.0,4.0,0.0,12632,2024-01-12,260000,1888.0,1.0,single_family,2001.0,True,2023-11-27T22:50:49.000000Z,254999,2961991525,Montgomery,32.37089,-86.161376,545 Ridge Park Dr,36117,Alabama,AL,5001.0,7117799851,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2.0,2.0,0.0,3.0,0.0,13068,2024-01-12,60000,1722.0,1.0,single_family,1962.0,False,2023-02-24T15:00:22.000000Z,75000,2952735222,Montgomery,32.323353,-86.291318,4275 Sunshine Dr,36116,Alabama,AL,0.0,8922976627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2.0,2.0,0.0,3.0,2.0,11326,2024-01-12,159000,1635.0,1.0,single_family,1965.0,False,2023-11-30T13:50:41.000000Z,159000,2962073853,Montgomery,32.37021,-86.251939,817 Dumont Dr,36109,Alabama,AL,0.0,8224034280,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3.0,2.0,1.0,3.0,0.0,740520,2024-01-12,424900,3339.0,2.0,single_family,1974.0,False,2023-09-01T00:58:27.000000Z,424900,2959272543,Montgomery,32.323992,-86.458715,1380 Cantelou Rd,36108,Alabama,AL,0.0,9099119141,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,0.0,3397680,2024-01-12,370000,0.0,0.0,land,0.0,False,2022-09-02T18:18:05.000000Z,395000,2947407483,Montgomery,32.155112,-86.220291,3180 E Old Hayneville Rd,36105,Alabama,AL,0.0,9371305836,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2.0,2.0,0.0,3.0,0.0,14375,2024-01-12,140000,1576.0,1.0,single_family,1969.0,False,2023-12-08T00:50:40.000000Z,140000,2962320837,Montgomery,32.389801,-86.196333,369 Kroy Dr,36117,Alabama,AL,0.0,7788790816,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1.0,1.0,0.0,3.0,0.0,13504,2024-01-12,149900,1736.0,1.0,single_family,1954.0,False,2023-12-13T22:08:44.000000Z,149900,2962528957,Montgomery,32.393518,-86.247999,3725 Dalraida Pkwy,36109,Alabama,AL,0.0,7502373005,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1.0,1.0,0.0,2.0,0.0,4356,2024-01-12,45000,1434.0,1.0,single_family,1966.0,False,2023-12-14T16:29:30.000000Z,50000,2962546121,Montgomery,32.362228,-86.312431,1109D E Nixon Ave,36104,Alabama,AL,0.0,9066470079,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2.0,2.0,0.0,4.0,2.0,13068,2024-01-11,310000,2134.0,1.0,single_family,2006.0,False,2023-08-28T19:26:36.000000Z,320000,2959156747,Montgomery,32.316226,-86.134284,8979 Pennington Pl,36117,Alabama,AL,10000.0,7582727824,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
2.0,2.0,0.0,3.0,0.0,6970,2024-01-10,147000,1650.0,1.0,single_family,1986.0,False,2023-10-25T19:07:59.000000Z,145000,2960865829,Montgomery,32.330353,-86.257237,3139 Sutton Dr,36111,Alabama,AL,0.0,7012948010,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
