baths,baths_full,baths_half,beds,garage,lot_sqft,sold_date,sold_price,sqft,stories,type,year_built,is_price_reduced,list_date,list_price,listing_id,city,lat,lon,line,postal_code,state,state_code,price_reduced_amount,property_id,basement,big_lot,big_yard,carport,central_air,central_heat,city_view,community_outdoor_space,community_security_features,community_swimming_pool,corner_lot,dining_room,disability_features,dishwasher,energy_efficient,ensuite,family_room,farm,fenced_yard,fireplace,floor_plan,forced_air,front_porch,garage_1_or_more,garage_2_or_more,garage_3_or_more,groundscare,hardwood_floors,high_ceiling,laundry_room,master_bedroom,modern_kitchen,new_roof,open_floor_plan,park,ranch,recreation_facilities,rental_property,shopping,single_story,swimming_pool,trails,two_or_more_stories,updated_kitchen,view,views,washer_dryer
2.0,2.0,0.0,3.0,2.0,125453.0,2024-01-16,500000,1502.0,1.0,single_family,1981.0,False,2023-10-27T11:07:46.000000Z,529900,2960922655,Raleigh,35.706779,-78.51637,7004 Farmdale Rd,27610,North Carolina,NC,10000.0,5769551073,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
3.0,2.0,1.0,3.0,2.0,32234.0,2024-01-16,509000,2333.0,2.0,single_family,1999.0,False,2023-12-01T03:24:54.000000Z,525000,2962099251,Raleigh,35.678104,-78.707462,1912 Blue Slate Ct,27603,North Carolina,NC,0.0,6777978146,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
3.0,3.0,0.0,4.0,2.0,6534.0,2024-01-16,707500,3115.0,2.0,single_family,2005.0,False,2023-11-09T19:35:43.000000Z,739990,2961497059,Raleigh,35.925782,-78.572514,2109 Hopeton Ave,27614,North Carolina,NC,0.0,5529662497,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1
6.0,5.0,1.0,4.0,3.0,174240.0,2024-01-16,1660000,7576.0,2.0,single_family,1995.0,False,2023-08-23T12:14:55.000000Z,1750000,2958960343,Raleigh,35.702969,-78.700169,5120 Birchleaf Dr,27606,North Carolina,NC,50000.0,6393052632,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
9.0,7.0,2.0,6.0,4.0,101930.0,2024-01-16,3200000,11218.0,2.0,single_family,2003.0,False,2023-10-27T19:23:23.000000Z,3190000,2960942219,Raleigh,35.952504,-78.61769,12312 Birchfalls Dr,27614,North Carolina,NC,0.0,6007726455,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
3.0,2.0,1.0,3.0,1.0,1742.0,2024-01-12,280000,1507.0,2.0,townhomes,2007.0,False,2023-09-04T03:35:26.000000Z,291500,2959351251,Raleigh,35.827576,-78.589204,3504 Londonville Ln,27604,North Carolina,NC,2000.0,6494571693,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
3.0,2.0,1.0,2.0,0.0,4356.0,2024-01-12,246500,1230.0,2.0,townhomes,1995.0,False,2023-11-03T12:44:28.000000Z,254900,2961325928,Raleigh,35.805716,-78.545249,1512 Oakland Hills Way,27604,North Carolina,NC,5000.0,6237481843,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0
3.0,2.0,1.0,3.0,3.0,42689.0,2024-01-12,560000,2878.0,2.0,single_family,1981.0,False,2023-12-04T13:20:08.000000Z,570000,2962206559,Raleigh,35.89004,-78.730449,5420 Turkey Creek Dr,27613,North Carolina,NC,0.0,5413862173,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3.0,2.0,1.0,4.0,2.0,14375.0,2024-01-12,415000,1952.0,2.0,single_family,1996.0,False,2023-10-30T14:25:26.000000Z,418000,2960963895,Raleigh,35.918068,-78.746086,6804 Edwell Ct,27617,North Carolina,NC,32000.0,5679861396,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
3.0,3.0,0.0,5.0,2.0,6970.0,2024-01-12,641450,3240.0,2.0,single_family,2014.0,False,2023-10-12T15:02:55.000000Z,620000,2960484134,Raleigh,35.738485,-78.657545,702 Chapanoke Rd,27603,North Carolina,NC,30000.0,5688989441,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1
3.0,2.0,1.0,3.0,0.0,5227.0,2024-01-12,383000,1543.0,2.0,single_family,2000.0,False,2023-11-24T14:46:58.000000Z,375000,2961947250,Raleigh,35.895818,-78.587491,8513 Buscot Ct,27615,North Carolina,NC,14000.0,6451286001,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0
2.0,2.0,0.0,2.0,1.0,,2024-01-12,525000,1625.0,1.0,condos,2005.0,False,2023-06-08T17:41:39.000000Z,538500,2956531537,Raleigh,35.776092,-78.638797,319 Fayetteville St Unit 204,27601,North Carolina,NC,500.0,5177405029,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
4.0,3.0,1.0,4.0,3.0,51401.0,2024-01-12,750000,2734.0,2.0,single_family,2018.0,False,2023-11-10T13:38:38.000000Z,775000,2961522088,Raleigh,35.633753,-78.710347,10156 Chambers Rd,27603,North Carolina,NC,25000.0,6270545200,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3.0,2.0,1.0,3.0,0.0,,2024-01-12,270000,1630.0,3.0,condos,2005.0,False,2023-08-26T12:32:17.000000Z,275000,2959113337,Raleigh,35.923748,-78.566673,2225 Raven Rd Unit 109,27614,North Carolina,NC,3000.0,6135524487,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0
5.0,4.0,1.0,4.0,3.0,71003.0,2024-01-12,1150000,4443.0,2.0,single_family,2003.0,False,2023-09-28T23:15:16.000000Z,1180000,2960087539,Raleigh,35.937222,-78.605836,1713 Sharnbrook Ct,27614,North Carolina,NC,0.0,5132945720,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6.0,5.0,1.0,5.0,2.0,10454.0,2024-01-11,874900,4364.0,2.0,single_family,2004.0,False,2023-10-10T18:57:11.000000Z,874900,2960415724,Raleigh,35.926149,-78.567521,10536 Bedfordtown Dr,27614,North Carolina,NC,25000.0,5259855667,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
2.0,2.0,0.0,3.0,2.0,29185.0,2024-01-11,425000,1578.0,1.0,single_family,2022.0,False,2023-11-03T13:05:17.000000Z,439900,2961326305,Raleigh,35.621552,-78.693309,10801 Indian Lake Gln,27603,North Carolina,NC,3000.0,9615451897,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1
2.0,2.0,0.0,3.0,0.0,5227.0,2024-01-11,290000,1246.0,1.0,single_family,2019.0,False,2023-10-21T16:26:44.000000Z,300000,2960767352,Raleigh,35.738684,-78.62571,812 Grove Creek Ln,27610,North Carolina,NC,10000.0,9109689963,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2.0,1.0,1.0,2.0,0.0,3920.0,2024-01-11,238000,1058.0,2.0,townhomes,1984.0,False,2023-11-06T03:24:47.000000Z,244900,2961382306,Raleigh,35.840982,-78.583202,3303 Comstock Rd,27604,North Carolina,NC,0.0,5228366832,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
3.0,2.0,1.0,3.0,1.0,1307.0,2024-01-11,390000,1652.0,2.0,townhomes,2008.0,False,2023-11-17T22:26:20.000000Z,398000,2961803025,Raleigh,35.899599,-78.80086,9157 Wooden Rd,27617,North Carolina,NC,7000.0,5871119812,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1
1.0,1.0,0.0,2.0,0.0,6970.0,2024-01-11,487000,676.0,1.0,single_family,1947.0,False,2023-04-20T15:05:00.000000Z,525000,2954771230,Raleigh,35.794641,-78.633662,206 Poplar St,27604,North Carolina,NC,0.0,6397963513,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
3.0,2.0,1.0,3.0,0.0,37026.0,2024-01-11,400000,1617.0,2.0,single_family,1990.0,False,2023-11-30T22:55:45.000000Z,399000,2962092807,Raleigh,35.61337,-78.643112,6000 S Downs Dr,27603,North Carolina,NC,0.0,6951532641,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
,0.0,0.0,,0.0,,2024-01-11,690000,,,single_family,1961.0,False,2022-10-08T03:24:32.000000Z,900000,2948706621,Raleigh,35.779021,-78.688667,3811 Marcom St,27606,North Carolina,NC,100000.0,5369653239,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4.0,2.0,2.0,3.0,1.0,2614.0,2024-01-11,725000,2496.0,3.0,townhomes,2008.0,False,2023-09-07T13:14:23.000000Z,750000,2959441434,Raleigh,35.831291,-78.641471,321 Allister Dr,27609,North Carolina,NC,15000.0,5235497192,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
3.0,2.0,1.0,3.0,0.0,10890.0,2024-01-11,375000,1657.0,2.0,single_family,1982.0,False,2023-11-01T01:04:30.000000Z,380000,2961053867,Raleigh,35.885374,-78.642846,7604 Coppersmith Ct,27615,North Carolina,NC,5000.0,6237998492,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
1.0,1.0,0.0,1.0,0.0,7841.0,2024-01-11,310000,748.0,1.0,single_family,1980.0,False,2023-11-23T04:46:43.000000Z,335000,2961934881,Raleigh,35.797814,-78.619685,1805 Rankin St,27604,North Carolina,NC,0.0,6486235158,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
3.0,3.0,0.0,4.0,1.0,11761.0,2024-01-10,399000,1973.0,2.0,single_family,1967.0,False,2023-11-08T19:02:54.000000Z,439000,2961460643,Raleigh,35.834806,-78.593142,3808 Huntleigh Dr,27604,North Carolina,NC,11000.0,5370120180,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
3.0,2.0,1.0,3.0,2.0,8712.0,2024-01-10,437000,2057.0,2.0,single_family,1997.0,False,2023-12-08T03:59:04.000000Z,442900,2962323437,Raleigh,35.911607,-78.748414,9213 Sulkirk Dr,27617,North Carolina,NC,0.0,5146180021,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
4.0,3.0,1.0,4.0,3.0,28750.0,2024-01-10,1862500,5743.0,2.0,single_family,2008.0,False,2023-04-03T23:23:30.000000Z,2099500,2954183775,Raleigh,35.891932,-78.607766,8108 Harps Mill Rd,27615,North Carolina,NC,200000.0,5901286852,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0
3.0,2.0,1.0,3.0,1.0,8276.0,2024-01-10,356000,2079.0,2.0,single_family,2006.0,False,2023-11-11T17:14:24.000000Z,349900,2961560790,Raleigh,35.744606,-78.586655,2600 Quarry Springs Rd,27610,North Carolina,NC,0.0,6922440352,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3.0,2.0,1.0,3.0,2.0,3485.0,2024-01-10,410000,1832.0,1.0,townhomes,2005.0,False,2023-11-10T15:35:41.000000Z,415000,2961525092,Raleigh,35.917461,-78.736057,6206 Cape Charles Dr,27617,North Carolina,NC,10000.0,6135998795,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0
3.0,2.0,1.0,3.0,0.0,11326.0,2024-01-10,1125000,2283.0,2.0,single_family,1949.0,False,2023-11-07T22:05:56.000000Z,1150000,2961434291,Raleigh,35.80202,-78.666753,2610 Wells Ave,27608,North Carolina,NC,0.0,5427672094,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
3.0,2.0,1.0,3.0,0.0,,2024-01-10,350000,1723.0,,single_family,2005.0,False,2023-12-01T18:56:20.000000Z,349000,2962118567,Raleigh,35.799286,-78.548828,5057 Babbling Brook Dr,27610,North Carolina,NC,0.0,5215201622,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0
3.0,2.0,1.0,3.0,2.0,,2024-01-10,650000,2105.0,1.0,condos,2002.0,False,2023-12-15T20:01:19.000000Z,625000,2962580877,Raleigh,35.830649,-78.712528,3700 Baron Cooper Pass Unit 202,27612,North Carolina,NC,0.0,5113888119,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1
3.0,2.0,1.0,3.0,2.0,2614.0,2024-01-10,440000,2217.0,2.0,townhomes,2006.0,False,2023-10-31T12:50:26.000000Z,450000,2961031829,Raleigh,35.921516,-78.579772,4724 All Points View Way,27614,North Carolina,NC,0.0,6149461949,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1
2.0,2.0,0.0,3.0,0.0,31363.0,2024-01-10,335000,1539.0,1.0,single_family,1987.0,False,2023-12-03T17:40:52.000000Z,335000,2962196065,Raleigh,35.616096,-78.655008,1609 Spennymore Rd,27603,North Carolina,NC,0.0,6101831887,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
1.0,1.0,1.0,3,0.0,,2023-08-23,1048000,799,1,single_family,1966.0,False,,,,Honolulu,21.277707,-157.810401,3331 Herbert St Apt A,96815,Hawaii,HI,0.0,9291003749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,2.0,0.0,3,0.0,,2023-07-24,1100000,2944,1,single_family,1961.0,False,,,,Honolulu,21.279435,-157.799782,3620 Pahoa Ave Apt A,96816,Hawaii,HI,0.0,9233144971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,0.0,3.0,3.0,47960.0,2024-01-12,253000,1356.0,,single_family,1950.0,False,2023-10-13T13:17:06.000000Z,253000,2960518923,Des Moines,41.608503,-93.552467,1620 E 33rd St,50317,Iowa,IA,3400.0,8680876245,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.0,1.0,0.0,1.0,0.0,8233.0,2024-01-12,165000,910.0,,single_family,1928.0,False,2023-09-02T16:43:54.000000Z,165000,2959334940,Des Moines,41.603136,-93.700533,1334 60th St,50311,Iowa,IA,5000.0,7618994587,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3.0,1.0,1.0,4.0,3.0,20343.0,2024-01-12,315000,1718.0,2.0,single_family,2004.0,False,2023-09-01T15:32:22.000000Z,315000,2959292372,Des Moines,41.536719,-93.570147,5307 E Kenyon Cir,50320,Iowa,IA,7000.0,8481415623,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1.0,1.0,0.0,2.0,1.0,6665.0,2024-01-11,97000,1130.0,2.0,single_family,1942.0,False,2023-12-29T16:23:18.000000Z,97000,2962792947,Des Moines,41.625645,-93.601663,1333 E Ovid Ave,50316,Iowa,IA,0.0,7399423653,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.0,1.0,0.0,3.0,0.0,5968.0,2024-01-11,136000,1439.0,2.0,single_family,1907.0,False,2023-09-08T18:47:50.000000Z,136000,2959502466,Des Moines,41.590547,-93.592515,227 Astor St,50316,Iowa,IA,7900.0,7904075898,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.0,1.0,0.0,2.0,2.0,6447.0,2024-01-11,153000,804.0,,single_family,1917.0,False,2023-11-15T14:22:36.000000Z,153000,2961691881,Des Moines,41.615836,-93.60502,2325 E 11th St,50316,Iowa,IA,5100.0,7343673803,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1.0,1.0,0.0,1.0,1.0,,2024-01-10,165000,925.0,,condos,1930.0,False,2023-09-06T17:43:20.000000Z,165000,2959413391,Des Moines,41.586098,-93.622238,400 Walnut St Ste 903,50309,Iowa,IA,10000.0,7628594401,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1
3.0,2.0,1.0,3.0,2.0,26484.0,2024-01-10,354900,1558.0,,single_family,1953.0,False,2023-10-05T13:19:38.000000Z,354900,2960271048,Des Moines,41.552635,-93.647513,3500 Wakonda Ct,50321,Iowa,IA,4100.0,7429199141,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2.0,2.0,0.0,2.0,2.0,,2024-01-10,274000,1206.0,2.0,condos,1985.0,False,2023-07-13T12:58:42.000000Z,275000,2957639977,Des Moines,41.586204,-93.62137,300 Walnut St Unit 1908,50309,Iowa,IA,9999.0,8145115163,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
2.0,1.0,1.0,3.0,2.0,11718.0,2024-01-10,214000,1222.0,,single_family,1952.0,False,2023-11-16T15:13:31.000000Z,214000,2961733368,Des Moines,41.613461,-93.687968,2110 50th St,50310,Iowa,IA,0.0,7218563811,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1.0,1.0,0.0,2.0,0.0,9017.0,2024-01-10,109000,720.0,,single_family,1954.0,False,2023-11-21T17:49:36.000000Z,109000,2961892211,Des Moines,41.532091,-93.608772,400 E Wall Ave,50315,Iowa,IA,16000.0,8810983023,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2.0,1.0,1.0,2.0,1.0,,2024-01-10,155000,1308.0,2.0,townhomes,2004.0,False,2023-09-19T19:46:48.000000Z,155000,2959806029,Des Moines,41.628255,-93.513884,3799 Village Run Dr Unit 508,50317,Iowa,IA,0.0,7774132002,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0
2.0,1.0,1.0,3.0,2.0,14702.0,2024-01-10,259500,1083.0,,single_family,1959.0,False,2023-12-01T21:49:26.000000Z,259500,2962132635,Des Moines,41.538349,-93.637621,5014 SW 16th St,50315,Iowa,IA,0.0,8164771985,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2.0,1.0,0.0,3.0,0.0,8407.0,2024-01-10,272000,1377.0,2.0,single_family,1941.0,False,2023-10-25T16:47:10.000000Z,272000,2960860335,Des Moines,41.6016,-93.702898,1304 62nd St,50311,Iowa,IA,0.0,7821191367,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.0,1.0,0.0,3.0,2.0,8146.0,2024-01-10,185000,1005.0,,single_family,1960.0,False,2023-10-26T21:41:05.000000Z,185000,2960910081,Des Moines,41.62319,-93.570479,3101 E 25th St,50317,Iowa,IA,10000.0,8825774453,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
2.0,1.0,1.0,4.0,1.0,7013.0,2024-01-09,230000,1490.0,2.0,single_family,1941.0,False,2023-11-15T22:55:55.000000Z,230000,2961718196,Des Moines,41.613531,-93.669051,2109 39th St,50310,Iowa,IA,11000.0,7480078525,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2.0,1.0,1.0,2.0,1.0,8581.0,2024-01-09,185000,864.0,,single_family,1948.0,False,2023-11-27T21:56:25.000000Z,185000,2961990054,Des Moines,41.617968,-93.660092,3107 Mann Ave,50310,Iowa,IA,0.0,7693489206,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.0,1.0,0.0,2.0,1.0,6229.0,2024-01-09,159900,672.0,,single_family,1949.0,False,2023-12-11T21:40:29.000000Z,159900,2962393256,Des Moines,41.632146,-93.660162,3100 Fleming Ave,50310,Iowa,IA,0.0,7218824672,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,0.0,2.0,1.0,8015.0,2024-01-09,69500,720.0,,single_family,1952.0,False,2023-11-27T14:46:41.000000Z,69500,2961976007,Des Moines,41.606049,-93.597985,1424 E 15th St,50316,Iowa,IA,0.0,8225042386,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2.0,1.0,1.0,2.0,1.0,6621.0,2024-01-08,172000,1078.0,,single_family,1922.0,False,2023-11-30T18:34:24.000000Z,172000,2962083221,Des Moines,41.552496,-93.631405,3505 SW 12th Pl,50315,Iowa,IA,0.0,8600539097,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3.0,1.0,0.0,3.0,2.0,10106.0,2024-01-08,399900,1421.0,2.0,single_family,1964.0,False,2023-11-28T17:07:29.000000Z,399900,2962006178,Des Moines,41.576881,-93.689082,13 SW 52nd St,50312,Iowa,IA,0.0,7754616724,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1
2.0,1.0,0.0,2.0,1.0,,2024-01-08,155000,1038.0,,condos,1970.0,False,2023-09-14T12:49:54.000000Z,155000,2959657256,Des Moines,41.583796,-93.660038,3100 Grand Ave Apt 3B,50312,Iowa,IA,0.0,7996957148,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2.0,1.0,0.0,0.0,2.0,12589.0,2024-01-08,235000,1440.0,,multi_family,1978.0,False,2023-11-14T22:31:28.000000Z,235000,2961676221,Des Moines,41.618549,-93.543662,3701/3703 E Sheridan Ave,50317,Iowa,IA,0.0,8395493659,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
